"id","name","code","level","created_at","updated_at"
1,"portafolio-de-titulo","pts5103",5,2023-09-26 19:57:13,2023-09-26 19:57:13
2,"internado","pps5103",5,2023-09-26 19:57:13,2023-09-26 19:57:13
3,"proceso-de-portafolio-3","aps3510",3,2023-09-26 19:57:13,2023-09-26 19:57:13
4,"portafolio-de-titulo","pts5085",5,2023-09-26 19:57:13,2023-09-26 19:57:13
5,"internado","pps5085",5,2023-09-26 19:57:13,2023-09-26 19:57:13
6,"proceso-de-portafolio-3","aps3508",3,2023-09-26 19:57:13,2023-09-26 19:57:13
7,"portafolio-de-titulo","pts5015",5,2023-09-26 19:57:13,2023-09-26 19:57:13
8,"internado","pps5015",5,2023-09-26 19:57:13,2023-09-26 19:57:13
9,"proceso-de-portafolio-3","aps3501",3,2023-09-26 19:57:13,2023-09-26 19:57:13
10,"proceso-de-portafolio-final","ps31503",3,2023-09-26 19:57:13,2023-09-26 19:57:13
11,"proceso-de-portafolio-final","ps31502",3,2023-09-26 19:57:13,2023-09-26 19:57:13
12,"practica-profesional","pps5075",5,2023-09-26 19:57:13,2023-09-26 19:57:13
13,"proceso-de-portafolio-3","aps3507",3,2023-09-26 19:57:13,2023-09-26 19:57:13
14,"practica-profesional","pps5071",5,2023-09-26 19:57:13,2023-09-26 19:57:13
15,"practica-profesional","ppr8909",5,2023-09-26 19:57:13,2023-09-26 19:57:13
16,"proceso-de-portafolio-3","apr3890",0,2023-09-26 19:57:13,2023-09-26 19:57:13
17,"practica-profesional","ppr8900",5,2023-09-26 19:57:13,2023-09-26 19:57:13
18,"practica-profesional","ppr7862",5,2023-09-26 19:57:13,2023-09-26 19:57:13
19,"practica-profesional","ppr7852",5,2023-09-26 19:57:13,2023-09-26 19:57:13
20,"proceso-de-portafolio-3","apr3785",3,2023-09-26 19:57:13,2023-09-26 19:57:13
21,"practica-profesional","ppr7843",5,2023-09-26 19:57:13,2023-09-26 19:57:13
22,"proceso-de-portafolio-3","apr3784",3,2023-09-26 19:57:13,2023-09-26 19:57:13
23,"practica-profesional","ppr8895",5,2023-09-26 19:57:13,2023-09-26 19:57:13
24,"proceso-de-portafolio-3","apr3889",3,2023-09-26 19:57:13,2023-09-26 19:57:13
25,"practica-profesional","ppr5889",5,2023-09-26 19:57:13,2023-09-26 19:57:13
26,"proceso-de-portafolio-final","pr71781",7,2023-09-26 19:57:13,2023-09-26 19:57:13
27,"practica-laboral","plr7813",5,2023-09-26 19:57:13,2023-09-26 19:57:13
28,"proceso-de-portafolio-5","apr5781",5,2023-09-26 19:57:13,2023-09-26 19:57:13
29,"proceso-de-portafolio-3","apr3781",3,2023-09-26 19:57:13,2023-09-26 19:57:13
30,"proceso-de-portafolio-final","pr71782",7,2023-09-26 19:57:13,2023-09-26 19:57:13
31,"practica-laboral","plr7823",5,2023-09-26 19:57:13,2023-09-26 19:57:13
32,"proceso-de-portafolio-5","apr5782",5,2023-09-26 19:57:13,2023-09-26 19:57:13
33,"proceso-de-portafolio-3","apr3782",3,2023-09-26 19:57:13,2023-09-26 19:57:13
34,"practica-profesional","ppl7101",8,2023-09-26 19:57:13,2023-09-26 19:57:13
35,"practica-profesional","ppi4802",5,2023-09-26 19:57:14,2023-09-26 19:57:14
36,"proceso-de-portafolio-3","api3480",3,2023-09-26 19:57:14,2023-09-26 19:57:14
37,"practica-profesional","ppi4186",5,2023-09-26 19:57:14,2023-09-26 19:57:14
38,"proceso-de-portafolio-3","api3418",3,2023-09-26 19:57:14,2023-09-26 19:57:14
39,"practica-profesional","ppi4763",5,2023-09-26 19:57:14,2023-09-26 19:57:14
40,"proceso-de-portafolio-3","api3476",3,2023-09-26 19:57:14,2023-09-26 19:57:14
41,"practica-laboral","pli4751",5,2023-09-26 19:57:14,2023-09-26 19:57:14
42,"proceso-de-portafolio-final","pi71463",7,2023-09-26 19:57:14,2023-09-26 19:57:14
43,"practica-laboral","pli4633",5,2023-09-26 19:57:14,2023-09-26 19:57:14
44,"proceso-de-portafolio-5","api5463",5,2023-09-26 19:57:14,2023-09-26 19:57:14
45,"proceso-de-portafolio-3","api3463",3,2023-09-26 19:57:14,2023-09-26 19:57:14
46,"proceso-de-portafolio-final","pi71475",7,2023-09-26 19:57:14,2023-09-26 19:57:14
47,"practica-laboral","pli4753",5,2023-09-26 19:57:14,2023-09-26 19:57:14
48,"proceso-de-portafolio-5","api5475",5,2023-09-26 19:57:14,2023-09-26 19:57:14
49,"proceso-de-portafolio-3","api3475",3,2023-09-26 19:57:14,2023-09-26 19:57:14
50,"proceso-de-portafolio-final","py71461",7,2023-09-26 19:57:14,2023-09-26 19:57:14
51,"practica-laboral","ply4614",5,2023-09-26 19:57:14,2023-09-26 19:57:14
52,"proceso-de-portafolio-5","apy5461",5,2023-09-26 19:57:14,2023-09-26 19:57:14
53,"proceso-de-portafolio-3","apy3461",3,2023-09-26 19:57:14,2023-09-26 19:57:14
54,"proceso-de-portafolio-1","apy4614",1,2023-09-26 19:57:14,2023-09-26 19:57:14
55,"practica-profesional","ppy4613",8,2023-09-26 19:57:14,2023-09-26 19:57:14
56,"practica-laboral","ply4613",5,2023-09-26 19:57:14,2023-09-26 19:57:14
57,"proceso-de-portafolio-final","py71462",7,2023-09-26 19:57:14,2023-09-26 19:57:14
58,"practica-laboral","ply4624",5,2023-09-26 19:57:14,2023-09-26 19:57:14
59,"proceso-de-portafolio-5","apy5462",5,2023-09-26 19:57:14,2023-09-26 19:57:14
60,"proceso-de-portafolio-3","apy3462",3,2023-09-26 19:57:14,2023-09-26 19:57:14
61,"practica-laboral","ply4621",5,2023-09-26 19:57:14,2023-09-26 19:57:14
62,"practica-laboral","plt5462",5,2023-09-26 19:57:14,2023-09-26 19:57:14
63,"practica-profesional","ppy4478",5,2023-09-26 19:57:14,2023-09-26 19:57:14
64,"proceso-de-portafolio-3","apy3447",3,2023-09-26 19:57:14,2023-09-26 19:57:14
65,"practica-profesional","ppa5447",5,2023-09-26 19:57:14,2023-09-26 19:57:14
66,"proceso-de-portafolio-3","apy3473",3,2023-09-26 19:57:14,2023-09-26 19:57:14
67,"practica-profesional","ppy4451",5,2023-09-26 19:57:14,2023-09-26 19:57:14
68,"proceso-de-portafolio-3","apy3445",3,2023-09-26 19:57:14,2023-09-26 19:57:14
69,"practica-profesional","ppk2229",5,2023-09-26 19:57:14,2023-09-26 19:57:14
70,"proceso-de-portafolio-3","apk3222",3,2023-09-26 19:57:14,2023-09-26 19:57:14
71,"proceso-de-portafolio-1","apk2229",1,2023-09-26 19:57:14,2023-09-26 19:57:14
72,"proceso-de-portafolio-final","pk71440",7,2023-09-26 19:57:14,2023-09-26 19:57:14
73,"practica-laboral","plk4404",5,2023-09-26 19:57:14,2023-09-26 19:57:14
74,"proceso-de-portafolio-5","apk5440",5,2023-09-26 19:57:14,2023-09-26 19:57:14
75,"proceso-de-portafolio-3","apk3440",3,2023-09-26 19:57:14,2023-09-26 19:57:14
76,"proceso-de-portafolio-final","pk71431",7,2023-09-26 19:57:14,2023-09-26 19:57:14
77,"proceso-de-portafolio-5","apk5431",5,2023-09-26 19:57:14,2023-09-26 19:57:14
78,"proceso-de-portafolio-3","apk3431",3,2023-09-26 19:57:14,2023-09-26 19:57:14
79,"proceso-de-portafolio-1","apk4316",1,2023-09-26 19:57:14,2023-09-26 19:57:14
80,"practica-profesional","prp9431",9,2023-09-26 19:57:14,2023-09-26 19:57:14
81,"practica-profesional","ppa2143",5,2023-09-26 19:57:14,2023-09-26 19:57:14
82,"practica-profesional","ppa1143",5,2023-09-26 19:57:14,2023-09-26 19:57:14
83,"proceso-de-portafolio-3","apa3143",3,2023-09-26 19:57:14,2023-09-26 19:57:14
84,"practica-profesional","ppa1133",5,2023-09-26 19:57:14,2023-09-26 19:57:14
85,"proceso-de-portafolio-3","apa3133",3,2023-09-26 19:57:14,2023-09-26 19:57:14
86,"responsabilidad-social-empresarial","rse0020",0,2023-09-26 19:57:14,2023-09-26 19:57:14
87,"social-media-marketing","mka1908",0,2023-09-26 19:57:14,2023-09-26 19:57:14
88,"herramientas-avanzadas-de-excel","hae0010",0,2023-09-26 19:57:14,2023-09-26 19:57:14
89,"tecnologia-en-madera","tma0010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
90,"prog-de-microcontroladores-y-domotica","pmd0010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
91,"redesaccesofibra-opticacon-tecngpon","rfg0010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
92,"desarrollo-java-para-web","jee010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
93,"sql-server-aplicado","ssa010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
94,"gestion-agil-de-proyectos","gay0101",0,2023-09-26 19:57:15,2023-09-26 19:57:15
95,"gestion-de-personas","gpi0101",0,2023-09-26 19:57:15,2023-09-26 19:57:15
96,"sistlineales-de-sim","sls5201",0,2023-09-26 19:57:15,2023-09-26 19:57:15
97,"tecnicas-integrales-de-la-disciplina","tii0101",0,2023-09-26 19:57:15,2023-09-26 19:57:15
98,"principfe-cristiana","pfc010",0,2023-09-26 19:57:15,2023-09-26 19:57:15
99,"doctrina-sociglesia","pfc040",0,2023-09-26 19:57:15,2023-09-26 19:57:15
100,"tallanalquim-i","tal3301",0,2023-09-26 19:57:15,2023-09-26 19:57:15
101,"soluciones-a-problemas-de-energia","psr7111",0,2023-09-26 19:57:15,2023-09-26 19:57:15
102,"practica-profesional","ppa1130",5,2023-09-26 19:57:15,2023-09-26 19:57:15
103,"proceso-de-portafolio-3","apa3130",3,2023-09-26 19:57:15,2023-09-26 19:57:15
104,"practica-laboral","pla1624",5,2023-09-26 19:57:15,2023-09-26 19:57:15
105,"proceso-de-portafolio-final","pa71163",7,2023-09-26 19:57:15,2023-09-26 19:57:15
106,"proceso-de-portafolio-5","apa5163",5,2023-09-26 19:57:15,2023-09-26 19:57:15
107,"proceso-de-portafolio-3","apa3163",3,2023-09-26 19:57:15,2023-09-26 19:57:15
108,"practica-profesional","ppa8164",8,2023-09-26 19:57:15,2023-09-26 19:57:15
109,"practica-laboral","pla5164",5,2023-09-26 19:57:15,2023-09-26 19:57:15
110,"proceso-de-portafolio-final","pa75162",7,2023-09-26 19:57:15,2023-09-26 19:57:15
111,"practica-laboral","pla2162",5,2023-09-26 19:57:15,2023-09-26 19:57:15
112,"proceso-de-portafolio-5","apa5162",5,2023-09-26 19:57:15,2023-09-26 19:57:15
113,"proceso-de-portafolio-3","apa3162",3,2023-09-26 19:57:15,2023-09-26 19:57:15
114,"practica-laboral","pla1162",5,2023-09-26 19:57:15,2023-09-26 19:57:15
115,"practica-laboral","pla1164",5,2023-09-26 19:57:15,2023-09-26 19:57:15
116,"proceso-de-portafolio-5","apa5164",5,2023-09-26 19:57:15,2023-09-26 19:57:15
117,"proceso-de-portafolio-final","pa71160",7,2023-09-26 19:57:15,2023-09-26 19:57:15
118,"practica-laboral","pla1160",5,2023-09-26 19:57:15,2023-09-26 19:57:15
119,"proceso-de-portafolio-5","apa5160",5,2023-09-26 19:57:15,2023-09-26 19:57:15
120,"proceso-de-portafolio-3","apa3160",3,2023-09-26 19:57:15,2023-09-26 19:57:15
121,"practica-profesional","ppa1139",5,2023-09-26 19:57:15,2023-09-26 19:57:15
122,"proceso-de-portafolio-3","apa3139",3,2023-09-26 19:57:15,2023-09-26 19:57:15
123,"proceso-de-portafolio-final","pa71123",7,2023-09-26 19:57:15,2023-09-26 19:57:15
124,"practica-laboral","pla1123",5,2023-09-26 19:57:15,2023-09-26 19:57:15
125,"proceso-de-portafolio-5","apa5123",5,2023-09-26 19:57:15,2023-09-26 19:57:15
126,"proceso-de-portafolio-3","apa3123",3,2023-09-26 19:57:15,2023-09-26 19:57:15
127,"practica-tecnica","ppa1396",5,2023-09-26 19:57:15,2023-09-26 19:57:15
128,"practica-clinica-i","pls5100",3,2023-09-26 19:57:15,2023-09-26 19:57:15
129,"practica-clinica-i","pls1508",3,2023-09-26 19:57:15,2023-09-26 19:57:15
130,"tecnicas-de-diagnostico-en-odontologia","eos3141",3,2023-09-26 19:57:15,2023-09-26 19:57:15
131,"asistencia-en-endodoncia","eos3131",3,2023-09-26 19:57:15,2023-09-26 19:57:15
132,"asistencia-en-odontologia-restauradora","eos3111",3,2023-09-26 19:57:15,2023-09-26 19:57:15
133,"practica-clinica-ii","pls5012",3,2023-09-26 19:57:16,2023-09-26 19:57:16
134,"practica-clinica-i","pls5031",3,2023-09-26 19:57:16,2023-09-26 19:57:16
135,"primeros-auxilios","pas3101",3,2023-09-26 19:57:16,2023-09-26 19:57:16
136,"prevencion-de-riesgos-e-higiene","sir5113",5,2023-09-26 19:57:16,2023-09-26 19:57:16
137,"climatologia-e-hidrologia","mrr3131",3,2023-09-26 19:57:16,2023-09-26 19:57:16
138,"residuos","mrr3121",3,2023-09-26 19:57:16,2023-09-26 19:57:16
139,"estadistica-inferencial","mat4130",5,2023-09-26 19:57:16,2023-09-26 19:57:16
140,"estadistica-inferencial","mat4150",5,2023-09-26 19:57:16,2023-09-26 19:57:16
141,"matematica-aplicada","mat2120",3,2023-09-26 19:57:16,2023-09-26 19:57:16
142,"ingles-basico-ii","inu2101",3,2023-09-26 19:57:16,2023-09-26 19:57:16
143,"ingles-basico-i","inu1101",2,2023-09-26 19:57:16,2023-09-26 19:57:16
144,"ingles-intermedio-alto","ini7111",5,2023-09-26 19:57:16,2023-09-26 19:57:16
145,"ingles-elemental","ini3111",5,2023-09-26 19:57:16,2023-09-26 19:57:16
146,"ingles-intermedio-ii","inu6101",7,2023-09-26 19:57:16,2023-09-26 19:57:16
147,"esp-marketing","esp1315",7,2023-09-26 19:57:16,2023-09-26 19:57:16
148,"ingles-elemental-ii","inu4101",5,2023-09-26 19:57:16,2023-09-26 19:57:16
149,"etica-profesional","ear7815",7,2023-09-26 19:57:16,2023-09-26 19:57:16
150,"fundamentos-de-antropologia","fce1100",3,2023-09-26 19:57:16,2023-09-26 19:57:16
151,"etica-profesional","eaa1625",7,2023-09-26 19:57:16,2023-09-26 19:57:16
152,"etica-para-el-trabajo","eaa1430",3,2023-09-26 19:57:16,2023-09-26 19:57:16
153,"mentalidad-emprendedora","emp1101",3,2023-09-26 19:57:16,2023-09-26 19:57:16
154,"innovacion-en-productos-y-servicios","emp2105",7,2023-09-26 19:57:16,2023-09-26 19:57:16
155,"proyectos-de-innovacion","emp220",7,2023-09-26 19:57:16,2023-09-26 19:57:16
156,"innovacion-en-productos-y-servicios","emp2105",5,2023-09-26 19:57:16,2023-09-26 19:57:16
157,"proyectos-de-innovacion","pei120",7,2023-09-26 19:57:16,2023-09-26 19:57:16
158,"sistemas-inyeccion-diesel","mai3141",3,2023-09-26 19:57:17,2023-09-26 19:57:17
159,"sistemas-inyeccion-gasolina","mai3131",3,2023-09-26 19:57:17,2023-09-26 19:57:17
160,"mecanica-de-motores","mai3121",3,2023-09-26 19:57:17,2023-09-26 19:57:17
161,"autotronica-control-del-motor","mai3111",3,2023-09-26 19:57:17,2023-09-26 19:57:17
162,"sistemas-logicos-programables","eai3132",3,2023-09-26 19:57:17,2023-09-26 19:57:17
163,"instalaciones-electricas","eai3122",3,2023-09-26 19:57:17,2023-09-26 19:57:17
164,"maquinas-electricas","eai3112",3,2023-09-26 19:57:17,2023-09-26 19:57:17
165,"gestion-de-equipos-de-trabajo-en-terreno","eai5113",5,2023-09-26 19:57:17,2023-09-26 19:57:17
166,"sistemas-de-control-y-supervision","eai5112",5,2023-09-26 19:57:17,2023-09-26 19:57:17
167,"contabilidad-para-la-gestion","cgs7401",7,2023-09-26 19:57:17,2023-09-26 19:57:17
168,"sistemas-de-propulsion-alternativos","sps5401",5,2023-09-26 19:57:17,2023-09-26 19:57:17
169,"laboratorio-de-motores-y-dinamometro","mai5111",5,2023-09-26 19:57:17,2023-09-26 19:57:17
170,"seguridad-industrial","sis4201",2,2023-09-26 19:57:17,2023-09-26 19:57:17
171,"sistemas-de-seguridad-y-confort","mai5131",5,2023-09-26 19:57:17,2023-09-26 19:57:17
172,"sistemas-de-climatizacion","mai5121",5,2023-09-26 19:57:17,2023-09-26 19:57:17
173,"sistemas-de-transmision","mai3151",3,2023-09-26 19:57:17,2023-09-26 19:57:17
174,"mineria-de-datos","biy7121",7,2023-09-26 19:57:17,2023-09-26 19:57:17
175,"ingenieria-de-software","pry3111",3,2023-09-26 19:57:17,2023-09-26 19:57:17
176,"programacion-web","pgy3121",3,2023-09-26 19:57:17,2023-09-26 19:57:17
177,"modelamiento-de-base-de-datos","mdy1131",1,2023-09-26 19:57:17,2023-09-26 19:57:17
178,"mineria-de-datos","mdy7101",7,2023-09-26 19:57:17,2023-09-26 19:57:17
179,"big-data","bdy7101",7,2023-09-26 19:57:17,2023-09-26 19:57:17
180,"integracion-de-plataformas","asy5131",5,2023-09-26 19:57:17,2023-09-26 19:57:17
181,"control-y-gestion-de-proyectos-de-conect","pcy7132",7,2023-09-26 19:57:17,2023-09-26 19:57:17
182,"seguridad-en-redes-corporativas-ccna-se","csy5122",5,2023-09-26 19:57:17,2023-09-26 19:57:17
183,"administracion-de-sistemas-operativos-mi","smy3121",3,2023-09-26 19:57:17,2023-09-26 19:57:17
184,"routing-y-switching","ary3112",3,2023-09-26 19:57:17,2023-09-26 19:57:17
185,"legislacion-y-seguridad","etk3151",3,2023-09-26 19:57:17,2023-09-26 19:57:17
186,"taller-de-obra-gruesa","pek1141",1,2023-09-26 19:57:17,2023-09-26 19:57:17
187,"herramientas-digitales","hdk1113",1,2023-09-26 19:57:17,2023-09-26 19:57:17
188,"legislacion-aplicada-a-la-segy-salocu","lss6402",6,2023-09-26 19:57:17,2023-09-26 19:57:17
189,"contaminantes-y-manejo-de-residuos","erk5111",5,2023-09-26 19:57:17,2023-09-26 19:57:17
190,"materiales-peligrosos-y-riesgo-de-incend","epk3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
191,"taller-de-estructuras","cek7161",7,2023-09-26 19:57:18,2023-09-26 19:57:18
192,"obras-de-infraestructura","ock5131",5,2023-09-26 19:57:18,2023-09-26 19:57:18
193,"obras-civiles","cck3121",3,2023-09-26 19:57:18,2023-09-26 19:57:18
194,"gestion-de-personas","dok7132",7,2023-09-26 19:57:18,2023-09-26 19:57:18
195,"portafolio-de-titulo","pta2143",5,2023-09-26 19:57:18,2023-09-26 19:57:18
196,"administracion-estrategica","ada5112",5,2023-09-26 19:57:18,2023-09-26 19:57:18
197,"analisis-economico","ada3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
198,"plan-de-productos-y-precios","mka3114",3,2023-09-26 19:57:18,2023-09-26 19:57:18
199,"atencion-y-venta-al-usuario","avs3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
200,"manejo-de-equipos-e-insumos","mes3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
201,"cuidados-de-enfermeria-pediatrica","ces3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
202,"acreditacion-y-gest-de-calidad-en-salud","ags3112",3,2023-09-26 19:57:18,2023-09-26 19:57:18
203,"practica-clinica-ii","pls5022",3,2023-09-26 19:57:18,2023-09-26 19:57:18
204,"tecnicas-en-banco-de-sangre","bss3111",3,2023-09-26 19:57:18,2023-09-26 19:57:18
205,"tecnologia-para-edificacion-en-altura","tea0010",0,2023-09-26 19:57:18,2023-09-26 19:57:18
206,"seguridad-en-maquinas-herramientas-y-pr","smh0010",0,2023-09-26 19:57:18,2023-09-26 19:57:18
207,"programacion-c-i","pci010",0,2023-09-26 19:57:18,2023-09-26 19:57:18
208,"fauna-de-chile","fac0010",0,2023-09-26 19:57:18,2023-09-26 19:57:18
209,"portafolio-de-titulo","pts5075",5,2023-09-26 19:57:18,2023-09-26 19:57:18
210,"servicios-freelance","sfd5075",3,2023-09-26 19:57:18,2023-09-26 19:57:18
211,"entrenamiento-de-resistencia","pfs3142",3,2023-09-26 19:57:18,2023-09-26 19:57:18
212,"evaluacion-del-rendimiento-fisico","pfs3132",3,2023-09-26 19:57:18,2023-09-26 19:57:18
213,"a-fisica-para-personas-con-discapacidad","pfs3122",3,2023-09-26 19:57:18,2023-09-26 19:57:18
214,"evaluacion-poblaciones-especiales","pfs3112",3,2023-09-26 19:57:18,2023-09-26 19:57:18
215,"aves","vpr3112",3,2023-09-26 19:57:19,2023-09-26 19:57:19
216,"adiestramiento-canino","var3132",3,2023-09-26 19:57:19,2023-09-26 19:57:19
217,"procedimientos-quirurgicos-y-terapeutico","var3122",3,2023-09-26 19:57:19,2023-09-26 19:57:19
218,"primeros-auxilios-en-mascotas","var3112",3,2023-09-26 19:57:19,2023-09-26 19:57:19
219,"cerdos","vgr3122",3,2023-09-26 19:57:19,2023-09-26 19:57:19
220,"leche-en-rumiantes","vgr3112",3,2023-09-26 19:57:19,2023-09-26 19:57:19
221,"portafolio-de-titulo","ptr8900",5,2023-09-26 19:57:19,2023-09-26 19:57:19
222,"bioestadistica","alr3131",3,2023-09-26 19:57:19,2023-09-26 19:57:19
223,"sistemas-de-informacion-geografica","eir7123",7,2023-09-26 19:57:19,2023-09-26 19:57:19
224,"produccion-organica","agr5141",5,2023-09-26 19:57:19,2023-09-26 19:57:19
225,"produccion-de-flores-de-corte","agr5111",5,2023-09-26 19:57:19,2023-09-26 19:57:19
226,"produccion-animal","par3101",0,2023-09-26 19:57:19,2023-09-26 19:57:19
227,"frutales-menores","fmr0101",0,2023-09-26 19:57:19,2023-09-26 19:57:19
228,"estadistica-descriptiva","mat4110",3,2023-09-26 19:57:19,2023-09-26 19:57:19
229,"nivelacion-matematica","mat1110",1,2023-09-26 19:57:19,2023-09-26 19:57:19
230,"algebra","mat2110",3,2023-09-26 19:57:19,2023-09-26 19:57:19
231,"calculo-integral","mat3120",0,2023-09-26 19:57:19,2023-09-26 19:57:19
232,"calculo-diferencial","mat3110",5,2023-09-26 19:57:19,2023-09-26 19:57:19
233,"estadistica-descriptiva","mat4110",5,2023-09-26 19:57:19,2023-09-26 19:57:19
234,"herram-tecn-para-la-infor-y-comunic","tic1100",5,2023-09-26 19:57:19,2023-09-26 19:57:19
235,"ingles-elemental-i","inu3101",4,2023-09-26 19:57:19,2023-09-26 19:57:19
236,"ingles-avanzado-i","inu511",1,2023-09-26 19:57:20,2023-09-26 19:57:20
237,"ingles-para-las-tecnologias","esp510",7,2023-09-26 19:57:20,2023-09-26 19:57:20
238,"ingles-intermedio-i","inu311",5,2023-09-26 19:57:20,2023-09-26 19:57:20
239,"esp-mecanica-automotriz","esp1901",7,2023-09-26 19:57:20,2023-09-26 19:57:20
240,"esp-finanzas","esp1318",7,2023-09-26 19:57:20,2023-09-26 19:57:20
241,"etica-para-el-trabajo","ets5100",3,2023-09-26 19:57:20,2023-09-26 19:57:20
242,"etica-para-el-trabajo","eas5020",3,2023-09-26 19:57:20,2023-09-26 19:57:20
243,"etica-profesional","eak4405",7,2023-09-26 19:57:20,2023-09-26 19:57:20
244,"etica-profesional","eaa1605",7,2023-09-26 19:57:20,2023-09-26 19:57:20
245,"herramientas-para-el-emprendimiento","emp2103",7,2023-09-26 19:57:20,2023-09-26 19:57:20
246,"innovacion-en-productos-y-servicios","emp2105",0,2023-09-26 19:57:20,2023-09-26 19:57:20
247,"innovacion-en-procesos","emp2106",0,2023-09-26 19:57:20,2023-09-26 19:57:20
248,"sistemas-de-generacion-eolicos","eri3151",3,2023-09-26 19:57:20,2023-09-26 19:57:20
249,"portafolio-de-titulo","pti4186",5,2023-09-26 19:57:20,2023-09-26 19:57:20
250,"portafolio-de-titulo","pti1476",5,2023-09-26 19:57:20,2023-09-26 19:57:20
251,"programacion-sistemas-iiot","eai3141",3,2023-09-26 19:57:20,2023-09-26 19:57:20
252,"sol-de-automatizacion-y-control-industr","eai7132",7,2023-09-26 19:57:21,2023-09-26 19:57:21
253,"energias-renovables","eai7112",7,2023-09-26 19:57:21,2023-09-26 19:57:21
254,"gestion-de-procesos-de-dyp","gps7401",7,2023-09-26 19:57:21,2023-09-26 19:57:21
255,"transmision-de-datos-multiplexados","tds5401",5,2023-09-26 19:57:21,2023-09-26 19:57:21
256,"estrategias-de-negocios","mai7111",7,2023-09-26 19:57:21,2023-09-26 19:57:21
